OBSERVATIONS

Stations
Stnr	Name	Operates from	Operates until	Altitude	Latitude	Longitude	Municipality	County	Region/Country
99840	SVALBARD LUFTHAVN	Oct 1964		28	78.2453	15.5015	Spitsbergen	Svalbard	NORWAY

Elements
Code	Name	Unit
NN	Cloud cover	octas

Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain, modeldata' (Level 6 or more).
********************************************

St.no	Year	Mnth	Date	Time(UTC)	NN
99840	2006	8	27	0	7
99840	2006	8	27	6	7
99840	2006	8	27	12	7
99840	2006	8	27	18	7
99840	2006	8	28	0	7
99840	2006	8	28	6	7
99840	2006	8	28	12	7
99840	2006	8	28	18	7
99840	2006	8	29	0	7
99840	2006	8	29	6	7
99840	2006	8	29	12	2
99840	2006	8	29	18	2
99840	2006	8	30	0	1
99840	2006	8	30	6	1
99840	2006	8	30	12	1
99840	2006	8	30	18	1
99840	2006	8	31	0	1
99840	2006	8	31	6	1
99840	2006	8	31	12	1
99840	2006	8	31	18	1
99840	2006	9	1	0	4
99840	2006	9	1	6	1
99840	2006	9	1	12	6
99840	2006	9	1	18	7
99840	2006	9	2	0	7
99840	2006	9	2	6	7
99840	2006	9	2	12	7
99840	2006	9	2	18	7
99840	2006	9	3	0	6
99840	2006	9	3	6	7
99840	2006	9	3	12	7
99840	2006	9	3	18	6
99840	2006	9	4	0	7
99840	2006	9	4	6	7
99840	2006	9	4	12	1
99840	2006	9	4	18	1
99840	2006	9	5	0	3
99840	2006	9	5	6	4
99840	2006	9	5	12	7
99840	2006	9	5	18	7
99840	2006	9	6	0	7
99840	2006	9	6	6	7
99840	2006	9	6	12	7
99840	2006	9	6	18	7
99840	2006	9	7	0	7
99840	2006	9	7	6	5
99840	2006	9	7	12	7
99840	2006	9	7	18	6
99840	2006	9	8	0	7
99840	2006	9	8	6	6
99840	2006	9	8	12	4
99840	2006	9	8	18	7
99840	2006	9	9	0	7
99840	2006	9	9	6	6
99840	2006	9	9	12	3
99840	2006	9	9	18	1
99840	2006	9	10	0	2
99840	2006	9	10	6	7
99840	2006	9	10	12	8
99840	2006	9	10	18	7
99840	2006	9	11	0	5
99840	2006	9	11	6	4
99840	2006	9	11	12	7
99840	2006	9	11	18	8
99840	2006	9	12	0	8
99840	2006	9	12	6	7
99840	2006	9	12	12	5
99840	2006	9	12	18	3
99840	2006	9	13	0	3
99840	2006	9	13	6	8
99840	2006	9	13	12	7
99840	2006	9	13	18	7
99840	2006	9	14	0	7
99840	2006	9	14	6	6
99840	2006	9	14	12	4
99840	2006	9	14	18	7
99840	2006	9	15	0	7
99840	2006	9	15	6	7
99840	2006	9	15	12	5
99840	2006	9	15	18	7
99840	2006	9	16	0	4
99840	2006	9	16	6	2
99840	2006	9	16	12	3
99840	2006	9	16	18	7
99840	2006	9	17	0	8
99840	2006	9	17	6	8
99840	2006	9	17	12	7
99840	2006	9	17	18	6
99840	2006	9	18	0	7
99840	2006	9	18	6	4
99840	2006	9	18	12	6
99840	2006	9	18	18	7
99840	2006	9	19	0	5
99840	2006	9	19	6	7
99840	2006	9	19	12	7
99840	2006	9	19	18	6
99840	2006	9	20	0	6
99840	2006	9	20	6	5
99840	2006	9	20	12	7
99840	2006	9	20	18	7
99840	2006	9	21	0	6
99840	2006	9	21	6	6
99840	2006	9	21	12	7
99840	2006	9	21	18	6
99840	2006	9	22	0	7
99840	2006	9	22	6	7
99840	2006	9	22	12	8
99840	2006	9	22	18	7
99840	2006	9	23	0	7
99840	2006	9	23	6	7
99840	2006	9	23	12	7
99840	2006	9	23	18	7
99840	2006	9	24	0	6
99840	2006	9	24	6	4
99840	2006	9	24	12	6
99840	2006	9	24	18	7
99840	2006	9	25	0	7
99840	2006	9	25	6	7
99840	2006	9	25	12	7
99840	2006	9	25	18	7
99840	2006	9	26	0	7
99840	2006	9	26	6	2
99840	2006	9	26	12	3
99840	2006	9	26	18	1
99840	2006	9	27	0	1
99840	2006	9	27	6	3
99840	2006	9	27	12	4
99840	2006	9	27	18	3
99840	2006	9	28	0	1
99840	2006	9	28	6	1
99840	2006	9	28	12	1
99840	2006	9	28	18	1
99840	2006	9	29	0	3
99840	2006	9	29	6	7
99840	2006	9	29	12	7
99840	2006	9	29	18	7
99840	2006	9	30	0	7
99840	2006	9	30	6	7
99840	2006	9	30	12	7
99840	2006	9	30	18	8
99840	2006	10	1	0	8
99840	2006	10	1	6	8
99840	2006	10	1	12	7
99840	2006	10	1	18	6
99840	2006	10	2	0	7
99840	2006	10	2	6	7
99840	2006	10	2	12	7
99840	2006	10	2	18	7
99840	2006	10	3	0	7
99840	2006	10	3	6	7
99840	2006	10	3	12	7
99840	2006	10	3	18	7
99840	2006	10	4	0	7
99840	2006	10	4	6	7
99840	2006	10	4	12	6
99840	2006	10	4	18	7
99840	2006	10	5	0	7
99840	2006	10	5	6	7
99840	2006	10	5	12	7
99840	2006	10	5	18	.
99840	2006	10	6	0	7
99840	2006	10	6	6	7
99840	2006	10	6	12	7
99840	2006	10	6	18	7
99840	2006	10	7	0	7
99840	2006	10	7	6	7
99840	2006	10	7	12	7
99840	2006	10	7	18	7
99840	2006	10	8	0	7
99840	2006	10	8	6	3
99840	2006	10	8	12	8
99840	2006	10	8	18	8
99840	2006	10	9	0	7
99840	2006	10	9	6	5
99840	2006	10	9	12	4
99840	2006	10	9	18	4
99840	2006	10	10	0	1
99840	2006	10	10	6	6
99840	2006	10	10	12	5
99840	2006	10	10	18	3
99840	2006	10	11	0	2
99840	2006	10	11	6	2
99840	2006	10	11	12	1
99840	2006	10	11	18	1
99840	2006	10	12	0	1
99840	2006	10	12	6	1
99840	2006	10	12	12	6
99840	2006	10	12	18	7
99840	2006	10	13	0	7
99840	2006	10	13	6	7
99840	2006	10	13	12	7
99840	2006	10	13	18	1
99840	2006	10	14	0	1
99840	2006	10	14	6	7
99840	2006	10	14	18	7
99840	2006	10	15	0	7
99840	2006	10	15	6	7
99840	2006	10	15	12	7
99840	2006	10	15	18	7
99840	2006	10	16	0	7
99840	2006	10	16	6	7
99840	2006	10	16	12	7
99840	2006	10	16	18	7
99840	2006	10	17	0	5
99840	2006	10	17	6	2
99840	2006	10	17	12	6
99840	2006	10	17	18	2
99840	2006	10	18	0	1
99840	2006	10	18	6	4
99840	2006	10	18	12	5
99840	2006	10	18	18	1
99840	2006	10	19	0	7
99840	2006	10	19	6	6
99840	2006	10	19	12	7
99840	2006	10	19	18	7
99840	2006	10	20	0	8
99840	2006	10	20	6	8
99840	2006	10	20	12	.
99840	2006	10	20	18	8
99840	2006	10	21	0	7
99840	2006	10	21	6	7
99840	2006	10	21	12	7
99840	2006	10	21	18	3
99840	2006	10	22	0	6
99840	2006	10	22	6	3
99840	2006	10	22	12	2
99840	2006	10	22	18	1
99840	2006	10	23	0	1
99840	2006	10	23	6	1
99840	2006	10	23	12	3
99840	2006	10	23	18	3
99840	2006	10	24	0	3
99840	2006	10	24	6	2
99840	2006	10	24	12	4
99840	2006	10	24	18	1
99840	2006	10	25	0	1
99840	2006	10	25	6	1
99840	2006	10	25	12	1
99840	2006	10	25	18	1
99840	2006	10	26	0	1
99840	2006	10	26	6	2
99840	2006	10	26	12	1
99840	2006	10	26	18	1
99840	2006	10	27	0	2
99840	2006	10	27	6	1
99840	2006	10	27	12	2
99840	2006	10	27	18	1
99840	2006	10	28	0	1
99840	2006	10	28	6	2
99840	2006	10	28	12	2
99840	2006	10	28	18	8
99840	2006	10	29	0	7
99840	2006	10	29	6	7
99840	2006	10	29	12	8
99840	2006	10	29	18	7
99840	2006	10	30	0	7
99840	2006	10	30	6	6
99840	2006	10	30	12	7
99840	2006	10	30	18	7
99840	2006	10	31	0	7
99840	2006	10	31	6	7
99840	2006	10	31	12	7
99840	2006	10	31	18	8
99840	2006	11	1	0	7
99840	2006	11	1	6	7
99840	2006	11	1	12	5
99840	2006	11	1	18	3
99840	2006	11	2	0	1
99840	2006	11	2	6	1
99840	2006	11	2	12	5
99840	2006	11	2	18	2
99840	2006	11	3	0	1
99840	2006	11	3	6	1
99840	2006	11	3	12	7
99840	2006	11	3	18	7
99840	2006	11	4	0	8
99840	2006	11	4	6	8
99840	2006	11	4	12	7
99840	2006	11	4	18	8
99840	2006	11	5	0	7
99840	2006	11	5	6	7
99840	2006	11	5	12	7
99840	2006	11	5	18	7
99840	2006	11	6	0	4
99840	2006	11	6	6	7
99840	2006	11	6	12	2
99840	2006	11	6	18	4
99840	2006	11	7	0	7
99840	2006	11	7	6	7
99840	2006	11	7	12	7
99840	2006	11	7	18	7
99840	2006	11	8	0	7
99840	2006	11	8	6	5
99840	2006	11	8	12	7
99840	2006	11	8	18	7
99840	2006	11	9	0	7
99840	2006	11	9	6	7
99840	2006	11	9	12	6
99840	2006	11	9	18	4
99840	2006	11	10	0	7
99840	2006	11	10	6	7
99840	2006	11	10	12	7
99840	2006	11	10	18	8
99840	2006	11	11	0	6
99840	2006	11	11	6	7
99840	2006	11	11	12	8
99840	2006	11	11	18	7
99840	2006	11	12	0	7
99840	2006	11	12	6	8
99840	2006	11	12	12	6
99840	2006	11	12	18	7
99840	2006	11	13	0	7
99840	2006	11	13	6	7
99840	2006	11	13	12	6
99840	2006	11	13	18	7
99840	2006	11	14	0	5
99840	2006	11	14	6	2
99840	2006	11	14	12	5
99840	2006	11	14	18	7
99840	2006	11	15	0	7
99840	2006	11	15	6	7
99840	2006	11	15	12	7
99840	2006	11	15	18	4
99840	2006	11	16	0	7
99840	2006	11	16	6	7
99840	2006	11	16	12	7
99840	2006	11	16	18	7
99840	2006	11	17	0	7
99840	2006	11	17	6	3
99840	2006	11	17	12	7
99840	2006	11	17	18	7
99840	2006	11	18	0	7
99840	2006	11	18	6	6
99840	2006	11	18	12	4
99840	2006	11	18	18	7
99840	2006	11	19	0	8
99840	2006	11	19	6	7
99840	2006	11	19	12	4
99840	2006	11	19	18	7
99840	2006	11	20	0	4
99840	2006	11	20	6	3
99840	2006	11	20	12	5
99840	2006	11	20	18	4
99840	2006	11	21	0	7
99840	2006	11	21	6	8
99840	2006	11	21	12	8
99840	2006	11	21	18	7
99840	2006	11	22	0	4
99840	2006	11	22	6	2
99840	2006	11	22	12	1
99840	2006	11	22	18	2
99840	2006	11	23	0	6
99840	2006	11	23	6	6
99840	2006	11	23	12	8
99840	2006	11	23	18	8
99840	2006	11	24	0	8
99840	2006	11	24	6	6
99840	2006	11	24	12	6
99840	2006	11	24	18	7
99840	2006	11	25	0	1
99840	2006	11	25	6	1
99840	2006	11	25	12	1
99840	2006	11	25	18	2
99840	2006	11	26	0	1
99840	2006	11	26	6	2
99840	2006	11	26	12	6
99840	2006	11	26	18	5
99840	2006	11	27	0	7
99840	2006	11	27	6	7
99840	2006	11	27	12	7
99840	2006	11	27	18	6
99840	2006	11	28	0	7
99840	2006	11	28	6	7
99840	2006	11	28	12	3
99840	2006	11	28	18	1
99840	2006	11	29	0	1
99840	2006	11	29	6	1
99840	2006	11	29	12	1
99840	2006	11	29	18	1
99840	2006	11	30	0	1
99840	2006	11	30	6	1
99840	2006	11	30	12	7
99840	2006	11	30	18	7
99840	2006	12	1	0	7
99840	2006	12	1	6	7
99840	2006	12	1	12	7
99840	2006	12	1	18	1
99840	2006	12	2	0	1
99840	2006	12	2	6	1
99840	2006	12	2	12	1
99840	2006	12	2	18	3
99840	2006	12	3	0	6
99840	2006	12	3	6	3
99840	2006	12	3	12	1
99840	2006	12	3	18	1
99840	2006	12	4	0	6
99840	2006	12	4	6	7
99840	2006	12	4	12	7
99840	2006	12	4	18	7
99840	2006	12	5	0	3
99840	2006	12	5	6	1
99840	2006	12	5	12	1
99840	2006	12	5	18	1
99840	2006	12	6	0	1
99840	2006	12	6	6	2
99840	2006	12	6	12	3
99840	2006	12	6	18	7
99840	2006	12	7	0	7
99840	2006	12	7	6	7
99840	2006	12	7	12	6
99840	2006	12	7	18	1
99840	2006	12	8	0	1
99840	2006	12	8	6	3
99840	2006	12	8	12	5
99840	2006	12	8	18	1
99840	2006	12	9	0	4
99840	2006	12	9	6	1
99840	2006	12	9	12	1
99840	2006	12	9	18	1
99840	2006	12	10	0	1
99840	2006	12	10	6	7
99840	2006	12	10	12	7
99840	2006	12	10	18	7
99840	2006	12	11	0	7
99840	2006	12	11	6	7
99840	2006	12	11	12	7
99840	2006	12	11	18	7
99840	2006	12	12	0	7
99840	2006	12	12	6	6
99840	2006	12	12	12	7
99840	2006	12	12	18	7
99840	2006	12	13	0	6
99840	2006	12	13	6	3
99840	2006	12	13	12	6
99840	2006	12	13	18	6
99840	2006	12	14	0	7
99840	2006	12	14	6	7
99840	2006	12	14	12	7
99840	2006	12	14	18	8
99840	2006	12	15	0	8
99840	2006	12	15	6	8
99840	2006	12	15	12	8
99840	2006	12	15	18	8
99840	2006	12	16	0	6
99840	2006	12	16	6	7
99840	2006	12	16	12	6
99840	2006	12	16	18	7
99840	2006	12	17	0	7
99840	2006	12	17	6	3
99840	2006	12	17	12	2
99840	2006	12	17	18	7
99840	2006	12	18	0	1
99840	2006	12	18	6	2
99840	2006	12	18	12	4
99840	2006	12	18	18	2
99840	2006	12	19	0	5
99840	2006	12	19	6	7
99840	2006	12	19	12	8
99840	2006	12	19	18	7
99840	2006	12	20	0	7
99840	2006	12	20	6	7
99840	2006	12	20	12	7
99840	2006	12	20	18	8
99840	2006	12	21	0	6
99840	2006	12	21	6	6
99840	2006	12	21	12	8
99840	2006	12	21	18	7
99840	2006	12	22	0	7
99840	2006	12	22	6	7
99840	2006	12	22	12	7
99840	2006	12	22	18	6
99840	2006	12	23	0	5
99840	2006	12	23	6	5
99840	2006	12	23	12	2
99840	2006	12	23	18	5
99840	2006	12	24	0	2
99840	2006	12	24	6	2
99840	2006	12	24	12	3
99840	2006	12	24	18	4
99840	2006	12	25	0	6
99840	2006	12	25	6	5
99840	2006	12	25	12	7
99840	2006	12	25	18	7
99840	2006	12	26	0	8
99840	2006	12	26	6	2
99840	2006	12	26	12	2
99840	2006	12	26	18	6
99840	2006	12	27	0	7
99840	2006	12	27	6	7
99840	2006	12	27	12	7
99840	2006	12	27	18	7
99840	2006	12	28	0	3
99840	2006	12	28	6	6
99840	2006	12	28	12	7
99840	2006	12	28	18	7
99840	2006	12	29	0	3
99840	2006	12	29	6	7
99840	2006	12	29	12	7
99840	2006	12	29	18	7
99840	2006	12	30	0	7
99840	2006	12	30	6	7
99840	2006	12	30	12	7
99840	2006	12	30	18	6
99840	2006	12	31	0	7
99840	2006	12	31	6	7
99840	2006	12	31	12	2
99840	2006	12	31	18	1
99840	2007	1	1	0	1
99840	2007	1	1	6	1
99840	2007	1	1	12	1
99840	2007	1	1	18	7
99840	2007	1	2	0	7
99840	2007	1	2	6	7
99840	2007	1	2	12	7
99840	2007	1	2	18	7
99840	2007	1	3	0	1
99840	2007	1	3	6	1
99840	2007	1	3	12	7
99840	2007	1	3	18	6
99840	2007	1	4	0	1
99840	2007	1	4	6	1
99840	2007	1	4	12	7
99840	2007	1	4	18	7
99840	2007	1	5	0	6
99840	2007	1	5	6	2
99840	2007	1	5	12	3
99840	2007	1	5	18	7
99840	2007	1	6	0	7
99840	2007	1	6	6	7
99840	2007	1	6	12	7
99840	2007	1	6	18	8
99840	2007	1	7	0	7
99840	2007	1	7	6	7
99840	2007	1	7	12	6
99840	2007	1	7	18	7
99840	2007	1	8	0	6
99840	2007	1	8	6	3
99840	2007	1	8	12	7
99840	2007	1	8	18	7
99840	2007	1	9	0	7
99840	2007	1	9	6	7
99840	2007	1	9	12	7
99840	2007	1	9	18	7
99840	2007	1	10	0	7
99840	2007	1	10	6	1
99840	2007	1	10	12	6
99840	2007	1	10	18	2
99840	2007	1	11	0	1
99840	2007	1	11	6	7
99840	2007	1	11	12	8
99840	2007	1	11	18	8
99840	2007	1	12	0	6
99840	2007	1	12	6	6
99840	2007	1	12	12	5
99840	2007	1	12	18	4
99840	2007	1	13	0	1
99840	2007	1	13	6	1
99840	2007	1	13	12	3
99840	2007	1	13	18	6
99840	2007	1	14	0	6
99840	2007	1	14	6	4
99840	2007	1	14	12	1
99840	2007	1	14	18	1
99840	2007	1	15	0	1
99840	2007	1	15	6	1
99840	2007	1	15	12	1
99840	2007	1	15	18	1
99840	2007	1	16	0	1
99840	2007	1	16	6	1
99840	2007	1	16	12	1
99840	2007	1	16	18	1
99840	2007	1	17	0	1
99840	2007	1	17	6	4
99840	2007	1	17	12	3
99840	2007	1	17	18	1
99840	2007	1	18	0	1
99840	2007	1	18	6	1
99840	2007	1	18	12	1
99840	2007	1	18	18	1
99840	2007	1	19	0	1
99840	2007	1	19	6	1
99840	2007	1	19	12	1
99840	2007	1	19	18	1
99840	2007	1	20	0	1
99840	2007	1	20	6	1
99840	2007	1	20	12	1
99840	2007	1	20	18	1
99840	2007	1	21	0	3
99840	2007	1	21	6	1
99840	2007	1	21	12	3
99840	2007	1	21	18	1
99840	2007	1	22	0	2
99840	2007	1	22	6	2
99840	2007	1	22	12	2
99840	2007	1	22	18	2
99840	2007	1	23	0	2
99840	2007	1	23	6	6
99840	2007	1	23	12	7
99840	2007	1	23	18	7
99840	2007	1	24	0	7
99840	2007	1	24	6	.
99840	2007	1	24	12	8
99840	2007	1	24	18	7
99840	2007	1	25	0	7
99840	2007	1	25	6	7
99840	2007	1	25	12	7
99840	2007	1	25	18	7
99840	2007	1	26	0	4
99840	2007	1	26	6	.
99840	2007	1	26	12	7
99840	2007	1	26	18	7
99840	2007	1	27	0	7
99840	2007	1	27	6	7
99840	2007	1	27	12	7
99840	2007	1	27	18	2
99840	2007	1	28	0	1
99840	2007	1	28	6	1
99840	2007	1	28	12	1
99840	2007	1	28	18	7
99840	2007	1	29	0	4
99840	2007	1	29	6	1
99840	2007	1	29	12	6
99840	2007	1	29	18	3
99840	2007	1	30	0	4
99840	2007	1	30	6	1
99840	2007	1	30	12	7
99840	2007	1	30	18	3
99840	2007	1	31	0	3
99840	2007	1	31	6	4
99840	2007	1	31	12	4
99840	2007	1	31	18	1
99840	2007	2	1	0	2
99840	2007	2	1	6	2
99840	2007	2	1	12	3
99840	2007	2	1	18	1
99840	2007	2	2	0	1
99840	2007	2	2	6	3
99840	2007	2	2	12	6
99840	2007	2	2	18	7
99840	2007	2	3	0	7
99840	2007	2	3	6	7
99840	2007	2	3	12	7
99840	2007	2	3	18	7
99840	2007	2	4	0	3
99840	2007	2	4	6	1
99840	2007	2	4	12	1
99840	2007	2	4	18	4
99840	2007	2	5	0	4
99840	2007	2	5	6	7
99840	2007	2	5	12	7
99840	2007	2	5	18	3
99840	2007	2	6	0	3
99840	2007	2	6	6	2
99840	2007	2	6	12	1
99840	2007	2	6	18	3
99840	2007	2	7	0	7
99840	2007	2	7	6	7
99840	2007	2	7	12	7
99840	2007	2	7	18	7
99840	2007	2	8	0	6
99840	2007	2	8	6	7
99840	2007	2	8	12	7
99840	2007	2	8	18	7
99840	2007	2	9	0	7
99840	2007	2	9	6	4
99840	2007	2	9	12	7
99840	2007	2	9	18	7
99840	2007	2	10	0	4
99840	2007	2	10	6	6
99840	2007	2	10	12	4
99840	2007	2	10	18	4
99840	2007	2	11	0	4
99840	2007	2	11	6	4
99840	2007	2	11	12	4
99840	2007	2	11	18	3
99840	2007	2	12	0	4
99840	2007	2	12	6	1
99840	2007	2	12	12	1
99840	2007	2	12	18	7
99840	2007	2	13	0	7
99840	2007	2	13	6	2
99840	2007	2	13	12	6
99840	2007	2	13	18	7
99840	2007	2	14	0	2
99840	2007	2	14	6	4
99840	2007	2	14	12	7
99840	2007	2	14	18	7
99840	2007	2	15	0	4
99840	2007	2	15	6	7
99840	2007	2	15	12	7
99840	2007	2	15	18	7
99840	2007	2	16	0	7
99840	2007	2	16	6	7
99840	2007	2	16	12	2
99840	2007	2	16	18	1
99840	2007	2	17	0	1
99840	2007	2	17	6	1
99840	2007	2	17	12	1
99840	2007	2	17	18	1
99840	2007	2	18	0	1
99840	2007	2	18	6	1
99840	2007	2	18	12	1
99840	2007	2	18	18	1
99840	2007	2	19	0	1
99840	2007	2	19	6	1
99840	2007	2	19	12	1
99840	2007	2	19	18	1
99840	2007	2	20	0	1
99840	2007	2	20	6	1
99840	2007	2	20	12	2
99840	2007	2	20	18	1
99840	2007	2	21	0	2
99840	2007	2	21	6	5
99840	2007	2	21	12	3
99840	2007	2	21	18	3
99840	2007	2	22	0	7
99840	2007	2	22	6	6
99840	2007	2	22	12	3
99840	2007	2	22	18	2
99840	2007	2	23	0	2
99840	2007	2	23	6	2
99840	2007	2	23	12	1
99840	2007	2	23	18	1
99840	2007	2	24	0	1
99840	2007	2	24	6	1
99840	2007	2	24	12	1
99840	2007	2	24	18	1
99840	2007	2	25	0	1
99840	2007	2	25	6	3
99840	2007	2	25	12	3
99840	2007	2	25	18	3
99840	2007	2	26	0	1
99840	2007	2	26	6	1
99840	2007	2	26	12	7
99840	2007	2	26	18	7
99840	2007	2	27	0	4
99840	2007	2	27	6	.
99840	2007	2	27	12	7
99840	2007	2	27	18	.
99840	2007	2	28	0	6
99840	2007	2	28	6	6
99840	2007	2	28	12	7
99840	2007	2	28	18	7
99840	2007	3	1	0	7
99840	2007	3	1	6	7
99840	2007	3	1	12	7
99840	2007	3	1	18	4
99840	2007	3	2	0	7
99840	2007	3	2	6	7
99840	2007	3	2	12	7
99840	2007	3	2	18	4
99840	2007	3	3	0	3
99840	2007	3	3	6	7
99840	2007	3	3	12	4
99840	2007	3	3	18	2
99840	2007	3	4	0	1
99840	2007	3	4	6	4
99840	2007	3	4	12	.
99840	2007	3	4	18	7
99840	2007	3	5	0	8
99840	2007	3	5	6	7
99840	2007	3	5	12	7
99840	2007	3	5	18	7
99840	2007	3	6	0	6
99840	2007	3	6	6	7
99840	2007	3	6	12	7
99840	2007	3	6	18	7
99840	2007	3	7	0	8
99840	2007	3	7	6	8
99840	2007	3	7	12	7
99840	2007	3	7	18	7
99840	2007	3	8	0	6
99840	2007	3	8	6	7
99840	2007	3	8	12	7
99840	2007	3	8	18	7
99840	2007	3	9	0	7
99840	2007	3	9	6	7
99840	2007	3	9	12	7
99840	2007	3	9	18	7
99840	2007	3	10	0	7
99840	2007	3	10	6	7
99840	2007	3	10	12	5
99840	2007	3	10	18	3
99840	2007	3	11	0	6
99840	2007	3	11	6	1
99840	2007	3	11	12	7
99840	2007	3	11	18	6
99840	2007	3	12	0	3
99840	2007	3	12	6	7
99840	2007	3	12	12	4
99840	2007	3	12	18	7
99840	2007	3	13	0	7
99840	2007	3	13	6	7
99840	2007	3	13	12	7
99840	2007	3	13	18	3
99840	2007	3	14	0	3
99840	2007	3	14	6	6
99840	2007	3	14	12	2
99840	2007	3	14	18	1
99840	2007	3	15	0	6
99840	2007	3	15	6	2
99840	2007	3	15	12	7
99840	2007	3	15	18	7
99840	2007	3	16	0	3
99840	2007	3	16	6	7
99840	2007	3	16	12	7
99840	2007	3	16	18	7
99840	2007	3	17	0	.
99840	2007	3	17	6	.
99840	2007	3	17	12	8
99840	2007	3	17	18	4
99840	2007	3	18	0	7
99840	2007	3	18	6	5
99840	2007	3	18	12	5
99840	2007	3	18	18	1
99840	2007	3	19	0	1
99840	2007	3	19	6	1
99840	2007	3	19	12	4
99840	2007	3	19	18	3
99840	2007	3	20	0	4
99840	2007	3	20	6	6
99840	2007	3	20	12	5
99840	2007	3	20	18	3
99840	2007	3	21	0	5
99840	2007	3	21	6	6
99840	2007	3	21	12	7
99840	2007	3	21	18	7
99840	2007	3	22	0	7
99840	2007	3	22	6	7
99840	2007	3	22	12	7
99840	2007	3	22	18	7
99840	2007	3	23	0	7
99840	2007	3	23	6	6
99840	2007	3	23	12	7
99840	2007	3	23	18	.
99840	2007	3	24	0	7
99840	2007	3	24	6	7
99840	2007	3	24	12	7
99840	2007	3	24	18	7
99840	2007	3	25	0	7
99840	2007	3	25	6	7
99840	2007	3	25	12	6
99840	2007	3	25	18	7
99840	2007	3	26	0	7
99840	2007	3	26	6	8
99840	2007	3	26	12	5
99840	2007	3	26	18	7
99840	2007	3	27	0	8
99840	2007	3	27	6	7
99840	2007	3	27	12	6
99840	2007	3	27	18	.
99840	2007	3	28	0	6
99840	2007	3	28	6	1
99840	2007	3	28	12	7
99840	2007	3	28	18	7
99840	2007	3	29	0	7
99840	2007	3	29	6	7
99840	2007	3	29	12	7
99840	2007	3	29	18	6
99840	2007	3	30	0	3
99840	2007	3	30	6	4
99840	2007	3	30	12	7
99840	2007	3	30	18	5
99840	2007	3	31	0	1
99840	2007	3	31	6	3
99840	2007	3	31	12	2
99840	2007	3	31	18	3
99840	2007	4	1	0	7
99840	2007	4	1	6	1
99840	2007	4	1	12	3
99840	2007	4	1	18	3
99840	2007	4	2	0	6
99840	2007	4	2	6	7
99840	2007	4	2	12	5
99840	2007	4	2	18	5
99840	2007	4	3	0	1
99840	2007	4	3	6	1
99840	2007	4	3	12	1
99840	2007	4	3	18	6
99840	2007	4	4	0	6
99840	2007	4	4	6	7
99840	2007	4	4	12	7
99840	2007	4	4	18	6
99840	2007	4	5	0	7
99840	2007	4	5	6	7
99840	2007	4	5	12	7
99840	2007	4	5	18	7
99840	2007	4	6	0	6
99840	2007	4	6	6	2
99840	2007	4	6	12	3
99840	2007	4	6	18	2
99840	2007	4	7	0	1
99840	2007	4	7	6	3
99840	2007	4	7	12	2
99840	2007	4	7	18	2
99840	2007	4	8	0	6
99840	2007	4	8	6	6
99840	2007	4	8	12	7
99840	2007	4	8	18	6
99840	2007	4	9	0	4
99840	2007	4	9	6	3
99840	2007	4	9	12	2
99840	2007	4	9	18	6
99840	2007	4	10	0	7
99840	2007	4	10	6	1
99840	2007	4	10	12	7
99840	2007	4	10	18	2
99840	2007	4	11	0	1
99840	2007	4	11	6	1
99840	2007	4	11	12	1
99840	2007	4	11	18	1
99840	2007	4	12	0	4
99840	2007	4	12	6	7
99840	2007	4	12	12	7
99840	2007	4	12	18	7
99840	2007	4	13	0	7
99840	2007	4	13	6	8
99840	2007	4	13	12	7
99840	2007	4	13	18	6
99840	2007	4	14	0	7
99840	2007	4	14	6	7
99840	2007	4	14	12	7
99840	2007	4	14	18	2
99840	2007	4	15	0	4
99840	2007	4	15	6	7
99840	2007	4	15	12	7
99840	2007	4	15	18	6
99840	2007	4	16	0	4
99840	2007	4	16	6	2
99840	2007	4	16	12	3
99840	2007	4	16	18	3
99840	2007	4	17	0	3
99840	2007	4	17	6	3
99840	2007	4	17	12	4
99840	2007	4	17	18	2
99840	2007	4	18	0	1
99840	2007	4	18	6	1
99840	2007	4	18	12	4
99840	2007	4	18	18	4
99840	2007	4	19	0	4
99840	2007	4	19	6	4
99840	2007	4	19	12	4
99840	2007	4	19	18	6
99840	2007	4	20	0	2
99840	2007	4	20	6	3
99840	2007	4	20	12	2
99840	2007	4	20	18	1
99840	2007	4	21	0	1
99840	2007	4	21	6	1
99840	2007	4	21	12	1
99840	2007	4	21	18	5
99840	2007	4	22	0	7
99840	2007	4	22	6	4
99840	2007	4	22	12	4
99840	2007	4	22	18	5
99840	2007	4	23	0	7
99840	2007	4	23	6	6
99840	2007	4	23	12	7
99840	2007	4	23	18	.
99840	2007	4	24	0	7
99840	2007	4	24	6	7
99840	2007	4	24	12	4
99840	2007	4	24	18	7
99840	2007	4	25	0	3
99840	2007	4	25	6	3
99840	2007	4	25	12	4
99840	2007	4	25	18	3
99840	2007	4	26	0	3
99840	2007	4	26	6	7
99840	2007	4	26	12	6
99840	2007	4	26	18	1
99840	2007	4	27	0	1
99840	2007	4	27	6	3
99840	2007	4	27	12	7
99840	2007	4	27	18	3
99840	2007	4	28	0	7
